"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol.","Perubahan%"
"26/09/2022","792.215","1.834,55","1.837,90","1.831,40",,"0,53%"
"27/09/2022","794.601","1.831,80","1.856,60","1.831,30","212,27K","0,56%"
"28/09/2022","809.758","1.845,20","1.871,30","1.842,00","198,35K","0,70%"
"29/09/2022","810.934","1.861,20","1.864,30","1.829,90","188,60K","-0,99%"
"30/09/2022","817.209","1.835,90","1.875,20","1.835,20","215,37K","1,58%"
"03/10/2022","834.389","1.872,80","1.886,40","1.869,30","204,55K","0,43%"
"04/10/2022","842.286","1.875,70","1.885,20","1.872,00","170,51K","-0,07%"
"05/10/2022","838.962","1.881,30","1.890,90","1.870,90","222,25K","0,13%"
"06/10/2022","838.668","1.879,70","1.906,50","1.872,40","265,17K","1,06%"
"07/10/2022","833.176","1.898,80","1.925,30","1.895,10","247,88K","1,21%"
"10/10/2022","821.857","1.923,25","1.923,60","1.919,85",,"-0,09%"
"11/10/2022","822.458","1.923,80","1.931,80","1.906,20","268,37K","-0,52%"
"12/10/2022","824.085","1.920,10","1.920,10","1.905,20","0,71K","-0,14%"
"13/10/2022","823.518","1.911,10","1.929,80","1.898,60","218,97K","-0,01%"
"14/10/2022","817.867","1.907,00","1.936,90","1.902,00","214,25K","0,89%"
"17/10/2022","819.353","1.933,70","1.939,00","1.922,00","165,27K","0,22%"
"18/10/2022","822.027","1.936,10","1.943,70","1.920,10","0,97K","0,41%"
"19/10/2022","816.365","1.940,50","1.950,60","1.926,30","1,08K","0,36%"
"20/10/2022","814.594","1.946,00","1.956,00","1.928,70","1,27K","0,37%"
"21/10/2022","828.028","1.955,30","1.957,00","1.926,50","2,10K","-0,65%"
"24/10/2022","827.354","1.936,80","1.943,00","1.923,70","2,33K","-0,05%"
"25/10/2022","825.601","1.928,30","1.933,60","1.920,30","27,22K","-0,71%"
"26/10/2022","829.726","1.923,00","1.930,40","1.900,60","1,91K","0,34%"
"27/10/2022","832.111","1.927,20","1.955,00","1.922,00","2,29K","-0,09%"
"28/10/2022","822.640","1.952,30","1.959,10","1.911,30","0,75K","-0,60%"
"31/10/2022","820.428","1.912,40","1.917,00","1.861,50","0,99K","-2,79%"
"01/11/2022","830.221","1.865,60","1.880,00","1.863,40","0,42K","0,18%"
"02/11/2022","824.884","1.870,00","1.875,70","1.868,00","0,30K","0,29%"
"03/11/2022","827.078","1.872,10","1.880,40","1.872,10","0,23K","0,30%"
"04/11/2022","844.037","1.875,30","1.884,60","1.859,80","0,22K","-0,60%"
"07/11/2022","844.883","1.861,60","1.863,50","1.852,40","0,03K","-0,18%"
"08/11/2022","861.259","1.859,00","1.861,00","1.850,00","0,57K","-0,59%"
"09/11/2022","861.013","1.854,10","1.862,00","1.846,20","0,66K","0,11%"
"10/11/2022","875.636","1.842,00","1.842,00","1.828,20","0,37K","-1,07%"
"11/11/2022","880.961","1.838,60","1.843,70","1.827,20","0,22K","0,43%"
"14/11/2022","885.546","1.827,40","1.842,20","1.818,40","0,04K","-0,09%"
"15/11/2022","889.644","1.851,20","1.852,15","1.847,55",,"0,40%"
"16/11/2022","891.555","1.847,55","1.856,35","1.846,30",,"0,15%"
"17/11/2022","889.209","1.850,50","1.856,40","1.839,00","210,17K","-0,43%"
"18/11/2022","880.561","1.837,00","1.846,40","1.825,10","0,57K","-0,50%"
"21/11/2022","879.357","1.823,60","1.832,70","1.818,30","0,65K","-0,79%"
"22/11/2022","876.358","1.825,20","1.827,10","1.808,80","0,40K","-0,53%"
"23/11/2022","879.376","1.818,00","1.827,30","1.812,00","130,43K","0,87%"
"24/11/2022","883.412","1.823,90","1.838,60","1.810,80","184,51K","0,65%"
"25/11/2022","885.260","1.834,00","1.852,50","1.829,60","182,58K","0,47%"
"28/11/2022","881.247","1.843,80","1.845,30","1.835,90","139,76K","-0,27%"
"29/11/2022","884.683","1.842,10","1.864,40","1.842,00","158,96K","0,77%"
"30/11/2022","888.618","1.861,00","1.864,30","1.850,60","136,22K","0,00%"
"01/12/2022","892.216","1.852,60","1.856,90","1.817,10","248,23K","-1,87%"
"02/12/2022","888.826","1.818,00","1.828,70","1.813,40","208,29K","-0,08%"
"05/12/2022","881.999","1.818,00","1.839,40","1.815,40","228,47K","0,88%"
"06/12/2022","889.659","1.835,10","1.874,30","1.830,00","345,81K","1,78%"
"07/12/2022","896.296","1.877,10","1.919,50","1.875,70","452,33K","2,64%"
"08/12/2022","897.183","1.919,40","1.919,40","1.899,80","261,28K","-0,29%"
"09/12/2022","901.657","1.924,50","1.959,10","1.906,00","84,73K","1,95%"
"12/12/2022","897.735","1.940,20","1.954,60","1.928,40","34,77K","-0,43%"
"13/12/2022","906.044","1.942,70","2.010,40","1.939,10","67,46K","2,60%"
"14/12/2022","903.113","2.008,60","2.031,70","1.987,00","69,06K","0,48%"
"15/12/2022","892.883","2.000,70","2.005,70","1.955,90","65,17K","-2,07%"
"16/12/2022","900.263","1.959,70","1.999,40","1.953,70","60,53K","0,42%"
"19/12/2022","894.612","1.992,50","2.023,30","1.984,40","74,55K","2,37%"
"20/12/2022","909.481","2.013,30","2.023,90","1.995,70","118,69K","-0,58%"
"21/12/2022","906.332","2.000,30","2.001,50","1.962,70","107,04K","-1,51%"
"22/12/2022","897.066","1.957,80","1.977,10","1.949,90","183,58K","0,10%"
"23/12/2022","901.074","1.975,40","1.976,00","1.959,50","88,56K","-0,33%"
"26/12/2022","907.687","1.965,90","1.984,40","1.954,90","10,12K","0,68%"
"27/12/2022","910.486","1.981,30","1.986,80","1.968,00","0,96K","-0,57%"
"28/12/2022","915.847",,,,,
"29/12/2022","909.954",,,,,
"30/12/2022","910.904",,,,,
"02/01/2023","913.191",,,,,
"03/01/2023","920.990",,,,,
"04/01/2023","929.136",,,,,
"05/01/2023","921.273",,,,,
"06/01/2023","936.390",,,,,
"09/01/2023","938.490",,,,,
"10/01/2023","937.479",,,,,
"11/01/2023","930.672",,,,,
"12/01/2023","927.374",,,,,
"13/01/2023","933.228",,,,,
"16/01/2023","931.592",,,,,
"17/01/2023","931.523",,,,,
"18/01/2023","926.768",,,,,
"19/01/2023","941.452",,,,,
"20/01/2023","932.786",,,,,
"23/01/2023","933.035",,,,,
"24/01/2023","931.556",,,,,
"25/01/2023","934.904",,,,,
"26/01/2023","927.664",,,,,
"27/01/2023","928.093",,,,,
"30/01/2023","928.313",,,,,
"31/01/2023","929.942",,,,,
"01/02/2023","934.067",,,,,
"02/02/2023","916.621",,,,,
"03/02/2023","905.581",,,,,
"06/02/2023","912.614",,,,,
"07/02/2023","911.306",,,,,
"08/02/2023","912.629",,,,,
"09/02/2023","906.536",,,,,
"10/02/2023","910.924",,,,,
"13/02/2023","906.888",,,,,
"14/02/2023","905.378",,,,,
"15/02/2023","897.516",,,,,
"16/02/2023","894.247",,,,,
"17/02/2023","898.467",,,,,
"20/02/2023","897.882",,,,,
"21/02/2023","898.738",,,,,
"22/02/2023","891.817",,,,,
"23/02/2023","891.231",,,,,
"24/02/2023","888.847",,,,,
"27/02/2023","888.937",,,,,
"28/02/2023","895.114",,,,,
"01/03/2023","900.484",,,,,
"02/03/2023","904.351",,,,,
"03/03/2023","911.334",,,,,
"06/03/2023","911.901",,,,,
"07/03/2023","899.549",,,,,
"08/03/2023","900.959",,,,,
"09/03/2023","912.127",,,,,
"10/03/2023","930.701",,,,,
"13/03/2023","947.586",,,,,
"14/03/2023","941.109",,,,,
"15/03/2023","953.607",,,,,
"16/03/2023","951.239",,,,,
"17/03/2023","982.694",,,,,
"20/03/2023","976.244",,,,,
"21/03/2023","954.609",,,,,
"22/03/2023","965.992",,,,,
"23/03/2023","966.900",,,,,
"24/03/2023","964.856",,,,,
"27/03/2023","950.309",,,,,
"28/03/2023","955.828",,,,,
"29/03/2023","949.488",,,,,
"30/03/2023","956.598",,,,,
"31/03/2023","947.815",,,,,
